,Transformer_lv_grid_4488000000_1,Transformer_lv_grid_4488000000_2,Transformer_lv_grid_4488000000_3,Transformer_lv_grid_4488000001_1,Transformer_lv_grid_4488000001_2,Transformer_lv_grid_4488000001_3,Transformer_lv_grid_4488000002_1,Transformer_lv_grid_4488000003_1,Transformer_lv_grid_4488000003_2,Transformer_lv_grid_4488000004_1
1970-01-01 00:00:00,3.4852715768109002e+53,3.4852715768109002e+53,3.4852715768109002e+53,-5.48810134076426e+54,-5.48810134076426e+54,-5.48810134076426e+54,4.569574438477144e+50,-4.757241344874599e+50,-4.757241344874599e+50,3.5777052523421787e+43
1970-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
