,Transformer_lv_grid_4488000000_1,Transformer_lv_grid_4488000000_2,Transformer_lv_grid_4488000000_3,Transformer_lv_grid_4488000001_1,Transformer_lv_grid_4488000001_2,Transformer_lv_grid_4488000001_3,Transformer_lv_grid_4488000002_1,Transformer_lv_grid_4488000003_1,Transformer_lv_grid_4488000003_2,Transformer_lv_grid_4488000004_1
1970-01-01 00:00:00,8.136538518552082e+123,8.136538518552082e+123,8.136538518552082e+123,-2.4192395945463817e+123,-2.4192395945463817e+123,-2.4192395945463817e+123,-0.7501188964196047,-4.1316192421777046e+124,-4.1316192421777046e+124,-0.09800453405223453
1970-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
