name,bus0,bus1,s_nom,r,x,type_info,tap_side,tap_position,x_pu_eff,r_pu_eff
Transformer_lv_grid_2765000000_1,BusBar_mvgd_40_lvgd_2765000000_MV,BusBar_mvgd_40_lvgd_2765000000_LV,1.0,0.0105,0.059074106002545645,1.0 MVA 10/0.4 kV,0,0,0.059074106002545645,0.0105
Transformer_lv_grid_2765000000_2,BusBar_mvgd_40_lvgd_2765000000_MV,BusBar_mvgd_40_lvgd_2765000000_LV,1.0,0.0105,0.059074106002545645,1.0 MVA 10/0.4 kV,0,0,0.059074106002545645,0.0105
Transformer_lv_grid_2765000000_3,BusBar_mvgd_40_lvgd_2765000000_MV,BusBar_mvgd_40_lvgd_2765000000_LV,1.0,0.0105,0.059074106002545645,1.0 MVA 10/0.4 kV,0,0,0.059074106002545645,0.0105
Transformer_lv_grid_2765000001_1,BusBar_mvgd_40_lvgd_2765000001_MV,BusBar_mvgd_40_lvgd_2765000001_LV,1.0,0.0105,0.059074106002545645,1.0 MVA 10/0.4 kV,0,0,0.059074106002545645,0.0105
Transformer_lv_grid_2765000001_2,BusBar_mvgd_40_lvgd_2765000001_MV,BusBar_mvgd_40_lvgd_2765000001_LV,1.0,0.0105,0.059074106002545645,1.0 MVA 10/0.4 kV,0,0,0.059074106002545645,0.0105
Transformer_lv_grid_2765000002_1,BusBar_mvgd_40_lvgd_2765000002_MV,BusBar_mvgd_40_lvgd_2765000002_LV,0.8,0.0105,0.059074106002545645,0.8 MVA 10/0.4 kV,0,0,0.07384263250318206,0.013125
