,Load_mvgd_40_lvgd_3088000000_1,Load_mvgd_40_lvgd_3088000000_2,Load_mvgd_40_lvgd_3088000000_3,Load_mvgd_40_lvgd_3088000000_4,Load_mvgd_40_lvgd_3088000000_5,Load_mvgd_40_lvgd_3088000000_6,Load_mvgd_40_lvgd_3088000000_7,Load_mvgd_40_lvgd_3088000000_8,Load_mvgd_40_lvgd_3088000000_9,Load_mvgd_40_lvgd_3088000000_10,Load_mvgd_40_lvgd_3088000000_11,Load_mvgd_40_lvgd_3088000000_12,Load_mvgd_40_lvgd_3088000000_13,Load_mvgd_40_lvgd_3088000000_14,Load_mvgd_40_lvgd_3088000000_15,Load_mvgd_40_lvgd_3088000000_16,Load_mvgd_40_lvgd_3088000000_17,Load_mvgd_40_lvgd_3088000000_18,Load_mvgd_40_lvgd_3088000000_19,Load_mvgd_40_lvgd_3088000000_20,Load_mvgd_40_lvgd_3088000000_21,Load_mvgd_40_lvgd_3088000000_22,Load_mvgd_40_lvgd_3088000000_23,Load_mvgd_40_lvgd_3088000000_24,Load_mvgd_40_lvgd_3088000000_25,Load_mvgd_40_lvgd_3088000000_26,Load_mvgd_40_lvgd_3088000000_27,Load_mvgd_40_lvgd_3088000000_28,Load_mvgd_40_lvgd_3088000000_29,Load_mvgd_40_lvgd_3088000000_30,Load_mvgd_40_lvgd_3088000000_31,Load_mvgd_40_lvgd_3088000000_32,Load_mvgd_40_lvgd_3088000000_33,Load_mvgd_40_lvgd_3088000000_34,Load_mvgd_40_lvgd_3088000000_35,Load_mvgd_40_lvgd_3088000000_36,Load_mvgd_40_lvgd_3088000000_37,Load_mvgd_40_lvgd_3088000000_38,Load_mvgd_40_lvgd_3088000000_39,Load_mvgd_40_lvgd_3088000000_40,Load_mvgd_40_lvgd_3088000000_41,Load_mvgd_40_lvgd_3088000000_42,Load_mvgd_40_lvgd_3088000000_43,Load_mvgd_40_lvgd_3088000000_44,Load_mvgd_40_lvgd_3088000000_45,Load_mvgd_40_lvgd_3088000000_46,Load_mvgd_40_lvgd_3088000000_47,Load_mvgd_40_lvgd_3088000000_48,Load_mvgd_40_lvgd_3088000000_49,Load_mvgd_40_lvgd_3088000000_50,Load_mvgd_40_lvgd_3088000000_51,Load_mvgd_40_lvgd_3088000000_52,Load_mvgd_40_lvgd_3088000000_53,Load_mvgd_40_lvgd_3088000000_54
1970-01-01 00:00:00,0.0016192353500438133,0.0016192353500438133,0.0016192353500438133,0.001844751826431442,0.0013296951619907568,0.0028020893169756434,0.0016650095941449475,0.0028020893169756434,0.00171099039533742,0.0013296951619907568,0.0014719532174394295,0.002270463786377159,0.0016650095941449475,0.0014951834690776415,0.002922941925368093,0.0028020893169756434,0.0028020893169756434,0.002922941925368093,0.002922941925368093,0.0028020893169756434,0.002922941925368093,0.002922941925368093,0.0016650095941449475,0.0016650095941449475,0.0016192353500438133,0.002158980466725084,0.0032384707000876266,0.00159641984979644,0.0009887503585836017,0.0014736183228890216,0.001844751826431442,0.001419039866485725,0.0009887503585836017,0.0028786406223001125,0.0013296951619907568,0.0012771358798371521,0.0009460265776571496,0.0013296951619907568,0.00171099039533742,0.001844751826431442,0.0010166754523019453,0.0014736183228890216,0.0014736183228890216,0.0012771358798371521,0.0014736183228890216,0.002304804947450645,0.00159641984979644,0.0025981706003271932,0.0009887503585836017,0.0014736183228890216,0.001113400510627261,0.001419039866485725,0.0013296951619907568,0.002158980466725084
1970-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
