,Transformer_lv_grid_4488000000_1,Transformer_lv_grid_4488000000_2,Transformer_lv_grid_4488000000_3,Transformer_lv_grid_4488000001_1,Transformer_lv_grid_4488000001_2,Transformer_lv_grid_4488000001_3,Transformer_lv_grid_4488000002_1,Transformer_lv_grid_4488000003_1,Transformer_lv_grid_4488000003_2,Transformer_lv_grid_4488000004_1
1970-01-01 00:00:00,5.747648881477579e+71,5.747648881477579e+71,5.747648881477579e+71,-5.026907459984407e+66,-5.026907459984407e+66,-5.026907459984407e+66,-8.887467745831971e+58,-1.3042222386820074e+65,-1.3042222386820074e+65,-5.136381084458732e+49
1970-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
