,Transformer_lv_grid_4488000000_1,Transformer_lv_grid_4488000000_2,Transformer_lv_grid_4488000000_3,Transformer_lv_grid_4488000001_1,Transformer_lv_grid_4488000001_2,Transformer_lv_grid_4488000001_3,Transformer_lv_grid_4488000002_1,Transformer_lv_grid_4488000003_1,Transformer_lv_grid_4488000003_2,Transformer_lv_grid_4488000004_1
1970-01-01 00:00:00,7.026203496310098e+69,7.026203496310098e+69,7.026203496310098e+69,1.3946213142698302e+69,1.3946213142698302e+69,1.3946213142698302e+69,3.213949853008274e+60,1.970692842848339e+67,1.970692842848339e+67,3.813827245286112e+50
1970-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
