name,bus0,bus1,s_nom,r,x,type_info,tap_side,tap_position,x_pu_eff,r_pu_eff
Transformer_lv_grid_3088000000_1,BusBar_mvgd_40_lvgd_3088000000_MV,BusBar_mvgd_40_lvgd_3088000000_LV,0.63,0.010317460317460317,0.03864647477581405,0.63 MVA 10/0.4 kV,0,0,0.0613436107552604,0.0163769211388259
