name,x,y,mv_grid_id,lv_grid_id,v_nom,in_building,control,generator
BusBar_mvgd_40_lvgd_5588000000_MV,4282201.296155045,2732437.585381597,40,,10.0,False,PQ,
BusBar_mvgd_40_lvgd_5595000000_MV,4283444.508602081,2732111.377548896,40,,10.0,False,PQ,
Bus_mvgd_40_gen_232856,4279248.42134529,2730657.34018481,40,,10.0,False,PQ,
Bus_mvgd_40_gen_235070,4282508.4281503,2732869.1515476,40,,10.0,False,PQ,
Bus_mvgd_40_gen_235071,4279983.9810358,2731728.35162151,40,,10.0,False,PQ,
BranchTee_mvgd_40_1,4282101.852283978,2732667.625539209,40,,10.0,False,PQ,
BranchTee_mvgd_40_2,4281144.8573387135,2734938.489945425,40,,10.0,False,PQ,
BranchTee_mvgd_40_3,4284663.874146769,2732742.534266053,40,,10.0,False,PQ,
BranchTee_mvgd_40_4,4281742.753677866,2733498.3162500793,40,,10.0,False,PQ,
BranchTee_mvgd_40_5,4280352.235201044,2734278.976085274,40,,10.0,False,PQ,
BranchTee_mvgd_40_6,4281447.187756064,2734182.038942154,40,,10.0,False,PQ,
BranchTee_mvgd_40_7,4280116.301366295,2736224.63994111,40,,10.0,False,PQ,
BranchTee_mvgd_40_8,4279804.902305803,2736264.7070517954,40,,10.0,False,PQ,
BranchTee_mvgd_40_9,4277240.273186863,2730001.894838442,40,,10.0,False,PQ,
BranchTee_mvgd_40_10,4279776.016631724,2728409.2447288884,40,,10.0,False,PQ,
BranchTee_mvgd_40_11,4278082.062699569,2729244.7811612245,40,,10.0,False,PQ,
BranchTee_mvgd_40_12,4279775.81656577,2729955.869382867,40,,10.0,False,PQ,
BranchTee_mvgd_40_13,4284155.81024767,2732255.046641961,40,,10.0,False,PQ,
BranchTee_mvgd_40_14,4284321.254970957,2733722.661233807,40,,10.0,False,PQ,
BranchTee_mvgd_40_15,4280129.451057134,2729713.345476198,40,,10.0,False,PQ,
BranchTee_mvgd_40_16,4284107.939772074,2729830.133072193,40,,10.0,False,PQ,
BranchTee_mvgd_40_17,4283684.3963715155,2730018.1463060053,40,,10.0,False,PQ,
BranchTee_mvgd_40_18,4277992.285043767,2731509.1724588266,40,,10.0,False,PQ,
BranchTee_mvgd_40_19,4281104.655756578,2731206.157772941,40,,10.0,False,PQ,
BranchTee_mvgd_40_20,4283791.810773966,2731905.7889227625,40,,10.0,False,PQ,
BranchTee_mvgd_40_21,4283501.483592944,2731627.219813766,40,,10.0,False,PQ,
BranchTee_mvgd_40_22,4282004.644329298,2731929.891824862,40,,10.0,False,PQ,
BranchTee_mvgd_40_23,4281564.841425362,2736354.0277230823,40,,10.0,False,PQ,
BranchTee_mvgd_40_24,4280756.819957199,2736142.2256613825,40,,10.0,False,PQ,
BranchTee_mvgd_40_25,4281162.405594312,2734884.0532776657,40,,10.0,False,PQ,
BranchTee_mvgd_40_26,4281217.216454385,2734714.0238087643,40,,10.0,False,PQ,
BranchTee_mvgd_40_27,4276800.51866927,2730293.767273796,40,,10.0,False,PQ,
BranchTee_mvgd_40_28,4275955.47064863,2731157.458740745,40,,10.0,False,PQ,
BranchTee_mvgd_40_29,4279332.304431275,2728120.301584543,40,,10.0,False,PQ,
BranchTee_mvgd_40_30,4284812.129760946,2732884.785619163,40,,10.0,False,PQ,
BranchTee_mvgd_40_31,4283951.64482056,2729478.042456485,40,,10.0,False,PQ,
BranchTee_mvgd_40_32,4279130.943307185,2731345.0084507093,40,,10.0,False,PQ,
BranchTee_mvgd_40_33,4279219.881434875,2730653.6686384133,40,,10.0,False,PQ,
virtual_BusBar_mvgd_40_lvgd_4621000002_MV,4285036.511808665,2732349.6385051818,40,,10.0,False,PQ,
virtual_BusBar_mvgd_40_lvgd_4488000001_MV,4276268.45585493,2730646.9062710535,40,,10.0,False,PQ,
virtual_BusBar_mvgd_40_lvgd_2842000000_MV,4279591.974002737,2736292.1041218885,40,,10.0,False,PQ,
BusBar_mvgd_40_lvgd_2128000000_LV,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_gen_232871,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_gen_235047,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_gen_235065,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_gen_235178,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_gen_1575706,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2128000000_1,4284472.956745268,2725256.8475362333,40,2128000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2128000000_2,4284397.64322427,2725231.6073071496,40,2128000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2128000000_3,4284444.248370417,2725229.779617371,40,2128000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2128000000_loa_1,,,40,2128000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2128000000_4,4284448.99985888,2725267.6091382713,40,2128000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2128000000_loa_2,,,40,2128000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2128000000_5,4284414.241857724,2725234.8293972416,40,2128000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2128000000_loa_3,,,40,2128000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2292000000_LV,4282500.164563044,2732839.811627651,40,2292000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2292000000_gen_235010,4282500.164563044,2732839.811627651,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_1,4282437.111597062,2732849.171789245,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_2,4282547.204416425,2732815.439734477,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_3,4282509.294947,2732828.1532102893,40,2292000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2292000000_4,4282500.164563044,2732839.811627651,40,2292000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_1,,,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_5,4282550.410005002,2732837.200211572,40,2292000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_2,,,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_6,4282455.828694287,2732847.4554757243,40,2292000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_3,,,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_7,4282502.528362498,2732890.8972482197,40,2292000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_4,,,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_8,4282477.046790817,2732840.9788226485,40,2292000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_5,,,40,2292000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2292000000_9,4282522.341651325,2732843.460481814,40,2292000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2292000000_loa_6,,,40,2292000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2383000000_LV,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_232797,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_232886,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_233020,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_235012,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_235018,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_gen_235056,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2383000000_1,4284295.00888488,2735495.00586507,40,2383000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2383000000_2,4284286.281781233,2735471.400605071,40,2383000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2383000000_loa_1,,,40,2383000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2520000000_LV,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_gen_232751,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_gen_232841,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_gen_232932,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_gen_232938,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_gen_233113,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_1,4282715.077067023,2737088.2464237898,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_2,4282734.264717936,2737068.1679293173,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_3,4282696.354886646,2737103.4743227465,40,2520000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2520000000_loa_1,,,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_4,4282721.776800003,2737128.375944087,40,2520000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2520000000_5,4282733.474192327,2737131.6011299393,40,2520000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2520000000_loa_2,,,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_6,4282706.2137567755,2737133.3927939213,40,2520000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2520000000_loa_3,,,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_7,4282729.688127105,2737150.218618704,40,2520000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2520000000_loa_4,,,40,2520000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2520000000_8,4282747.212009401,2736893.341325927,40,2520000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2520000000_loa_5,,,40,2520000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2521000000_LV,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2521000000_gen_232645,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2521000000_gen_232656,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2521000000_gen_233096,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2521000000_gen_235111,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2521000000_1,4283083.866907857,2737064.498269497,40,2521000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2521000000_2,4283086.991522821,2737054.0242023324,40,2521000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2521000000_loa_1,,,40,2521000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2561000000_LV,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_gen_232558,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_gen_232779,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_gen_232870,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_gen_232917,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_gen_235037,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_1,4284740.557326275,2734990.945648655,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_2,4284728.086255322,2734978.681721711,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_3,4284730.03614388,2734965.3902087947,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_4,4284742.061704169,2734955.944304946,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_5,4284761.166317756,2734951.285921875,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_6,4284788.198005146,2734933.619378551,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_7,4284865.015611827,2734950.1258444944,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_8,4284711.020274111,2734977.7714994615,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_1,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_9,4284752.066692092,2734965.8075307496,40,2561000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2561000000_10,4284755.972323539,2734952.553246158,40,2561000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_2,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_11,4284726.364199081,2734950.490286129,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_3,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_12,4284742.002511059,2734927.4420975093,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_4,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_13,4284798.751723323,2735003.684642993,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_5,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_14,4284785.538058429,2734960.4737065667,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_6,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_15,4284808.2802600665,2734958.2625267697,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_7,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_16,4284837.503457206,2734955.104266687,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_8,,,40,2561000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2561000000_17,4284898.135677865,2734937.27313959,40,2561000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2561000000_loa_9,,,40,2561000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2608000000_LV,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_232740,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_232746,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_232786,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_233040,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_233043,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_233071,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_235025,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_gen_235060,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_1,4284639.866161339,2735455.78397289,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_2,4284681.366293945,2735489.711185421,40,2608000000,0.4,True,PQ,
BranchTee_mvgd_40_lvgd_2608000000_3,4284661.375323264,2735482.500798008,40,2608000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_1,,,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_4,4284669.517202518,2735465.638100302,40,2608000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_2,,,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_5,4284656.732658885,2735507.553115078,40,2608000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_3,,,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_6,4284673.9410833195,2735497.847194244,40,2608000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_4,,,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_7,4284649.733357195,2735490.2998170895,40,2608000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_5,,,40,2608000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2608000000_8,4284640.7944097575,2735471.1173020247,40,2608000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2608000000_loa_6,,,40,2608000000,0.4,False,PQ,
BusBar_mvgd_40_lvgd_2633000000_LV,4286079.658048095,2735297.530969002,40,2633000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2633000000_gen_232897,4286079.658048095,2735297.530969002,40,2633000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2633000000_gen_233141,4286079.658048095,2735297.530969002,40,2633000000,0.4,False,PQ,
Bus_mvgd_40_lvgd_2633000000_gen_235144,4286079.658048095,2735297.530969002,40,2633000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2633000000_1,4286079.9308137605,2735284.439384795,40,2633000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2633000000_2,4286087.922711055,2735273.0438371003,40,2633000000,0.4,False,PQ,
BranchTee_mvgd_40_lvgd_2633000000_3,4286071.217557275,2735273.97486158,40,2633000000,0.4,True,PQ,
Bus_mvgd_40_lvgd_2633000000_loa_1,,,40,2633000000,0.4,False,PQ,
